text,label
Jul 15 CONTACTLESS PURCHASE TWITCHINTERACTIVE.COM 17.99,1
2026-10-16 POS PURCHASE CRUNCHYROLL*SUB $19.99,1
11/20 11/20 NYT*NYTIMES SUBSCRIPTION 11.99,1
12/28 CINEPLEX #7712 221.48,0
2026-02-12 2026-02-12 MICROSOFT*M365 4.99 882.93,1
11/14 POS PURCHASE CINEPLEX #7712 $211.50,0
Jan 04 Jan 04 PRESTO AUTOLOAD 97.93,0
Mar 09 POS PURCHASE GOOGLE *YouTubePremium $15.49,1
Nov 10 PRE-AUTHORIZED PAYMENT AMZN PRIME MEMBER $16.49,1
2026-12-15 PRE-AUTHORIZED PAYMENT NYT*NYTIMES SUBSCRIPTION $14.99,1
GOODLIFE FITNESS Jul 15 -22.99,1
2026-02-25 POS PURCHASE BELL CANADA OB $242.26,0
02/19 GOOGLE*HELP.PAY# ONE-TIME 18.85,0
LYFT CANADA INC Jun 25 -97.69,0
Jan 07 Jan 07 MONTHLY ACCOUNT FEE 240.93,0
Mar 17 GOOGLE *PLAY APP $238.67 $594.74,0
"Aug 12 Aug 12 MSFT * ONE MICROSOFT 14.99 4,194.42",1
03/04 POS PURCHASE CLAUDE.AI SUBSCRIPTION $14.99,1
"2026-01-04 2026-01-04 STARBUCKS 800-782-7282 124.00 5,868.38",0
"2026-03-28 2026-03-28 BEST BUY #611 51.19 5,249.02",0
"2026-11-11 WAWANESA INSURANCE 248.47 5,568.57",0
11/03 LYFT CANADA INC 55.03,0
"08/18 08/18 APPLE.COM/BILL 866-712-7753 14.99 3,483.09",1
"2026-06-26 WAL-MART #1061 $177.00 $1,295.63",0
2026-02-26 POS PURCHASE GOODLIFE CLUBS MSP $4.99,1
2026-02-13 CONTACTLESS PURCHASE GOODLIFE CLUBS MSP 10.99,1
SONY CRUNCHYROLL 12/25 -24.99,1
10/26 POS PURCHASE MSFT * ONE MICROSOFT $54.99,1
2026-09-08 PRE-AUTHORIZED PAYMENT GOODLIFE CLUBS MSP $5.99,1
2026-06-15 contactless purchase icloud.com/bill 54.99,1
adobe *creative cld 09/02 -7.99,1
"Mar 18 ICLOUD+ STORAGE 11.99 4,567.00",1
Sep 07 PRE-AUTHORIZED PAYMENT HYDRO ONE PREAUTH $112.63,0
08/24 08/24 CASH WITHDRAWAL ATM 150.60,0
"05/04 05/04 CRAVE TORONTO ON 9.99 4,504.76",1
09/12 GOOGLE *YouTubePremium $22.99,1
04/02 PRE-AUTHORIZED PAYMENT TORONTO HYDRO BILL $148.72,0
Oct 16 STARBUCKS 800-782-7282 153.20,0
Sep 07 Sep 07 NO FRILLS #866 222.73,0
10/03 AMZN PRIME MEMBER 24.99,1
2026-12-27 2026-12-27 XBOX GAME PASS 14.99,1
Apr 10 POS PURCHASE GOOGLE*ONE 100GB $5.99,1
Aug 03 APPLE.COM/BILL 866-712-7753 5.99,1
05/02 DIRECT DEPOSIT PAYROLL $145.62,0
dollarama mtl 2026-06-05 -4.66,0
2026-08-06 PRE-AUTHORIZED PAYMENT AUDIBLE.CA MEMBERSHIP $4.99,1
CRAVE ENTERTAINMENT Apr 05 -9.99,1
2026-10-15 TWITCH.TV/SUBS 17.99,1
2026-05-21 POS PURCHASE ICLOUD.COM/BILL $15.49,1
Oct 15 CONTACTLESS PURCHASE OVERDRAFT PROTECTION FEE 132.28,0
"04/28 ADOBE INC SAN JOSE 54.99 2,741.59",1
"Jan 25 UBER EATS $56.28 $1,730.31",0
"May 01 BESTBUY.CA #937 $174.05 $2,058.99",0
03/01 03/01 PETRO-CANADA 06715 239.83,0
Jul 06 CONTACTLESS PURCHASE MCD #33851 158.29,0
"Dec 15 TIM HORTONS #0187 TORONTO $21.71 $1,519.22",0
Feb 04 Feb 04 STARBUCKS 800-782-7282 32.52,0
"Nov 12 BESTBUY.CA #937 $67.03 $8,763.54",0
"02/22 02/22 GOOGLE *YouTubePremium 19.99 4,269.72",1
2026-06-04 2026-06-04 MSFT * ONE MICROSOFT 22.99,1
"2026-11-15 DISNEY+ BURBANK CA 11.99 4,332.85",1
"2026-03-07 MCD #33851 131.35 5,678.73",0
"2026-06-20 2026-06-20 EXPRESSVPN.COM 54.99 8,706.53",1
Nov 21 APPLE STORE R121 $182.76,0
02/22 CONTACTLESS PURCHASE WAWANESA INSURANCE 259.54,0
2026-01-21 POS PURCHASE LYFT RIDE 27-04 $94.80,0
Oct 24 CONTACTLESS PURCHASE DISNEYPLUS.COM 9.99,1
01/20 PRE-AUTHORIZED PAYMENT TIM HORTONS #2231 $81.20,0
04/02 GO TRANSIT UNION STN $167.59,0
2026-02-05 google youtube member $22.99,1
2026-09-12 PRE-AUTHORIZED PAYMENT ESSO 7-ELEVEN $168.84,0
2026-01-02 ROGERS PREAUTH PAYMT 229.26,0
02/22 02/22 LOBLAWS #1029 125.24,0
THE KEG STEAKHOUSE 2026-11-06 -8.42,0
"2026-12-12 THE KEG STEAKHOUSE $90.42 $3,202.63",0
12/15 UBER *TRIP HELP.UBER.COM 199.11,0
10/09 WALMART STORE #3115 232.87,0
06/04 DD DOORDASH SUSHI 40.88 314.00,0
2026-10-04 IMPARK00120199U $212.03,0
Feb 17 CONTACTLESS PURCHASE INTACT INSURANCE PYMT 29.01,0
Sep 07 POS PURCHASE GOODLIFE FITNESS $15.49,1
2026-11-14 UBER *EATS PENDING $98.10,0
12/10 HELLOFRESH CANADA $14.99,1
07/10 07/10 twitch.tv/subs 7.99,1
"2026-02-20 ESSO CIRCLE K 71234 38.86 6,165.34",0
2026-09-25 GREEN P PARKING 82.02,0
06/08 POS PURCHASE TWITCH SUBSCRIPTION $10.99,1
"2026-05-16 DROPBOX.COM 14.99 3,120.71",1
MORTGAGE PAYMENT TD 06/24 -107.72,0
2026-02-26 POS PURCHASE APPLE STORE R121 $55.87,0
Jan 21 CONTACTLESS PURCHASE STARBUCKS #04521 172.17,0
ADOBE INC SAN JOSE 01/25 -14.99,1
SONY CRUNCHYROLL 11/12 -54.99,1
2026-04-22 TIM HORTONS #2231 5.26,0
"2026-10-27 MICROSOFT*XBOX GAME PASS 12.99 2,567.74",1
06/16 PRE-AUTHORIZED PAYMENT OVERDRAFT INTEREST $2.94,0
"10/24 APPLE.COM/BILL $5.99 $8,530.93",1
07/21 POS PURCHASE NORDVPN *SUBSCRIPTION $24.99,1
2026-07-17 PRE-AUTHORIZED PAYMENT MCD #33851 $199.10,0
2026-10-10 WALMART STORE #3115 75.95 77.81,0
apr 27 pre-authorized payment shell easypay 4482 $95.01,0
2026-11-25 DOLLARAMA #423 $195.36,0
07/08 PRE-AUTHORIZED PAYMENT TWITCH.TV/SUBS $11.99,1
Jun 23 Jun 23 APPLE STORE YORKDALE 171.95,0
2026-05-22 NORDSEC LTD $15.49,1
2026-01-25 LCBO/RAO #522 $42.26,0
"2026-06-24 2026-06-24 EXPRESSVPN SUBSCR 29.99 8,166.56",1
"2026-07-04 2026-07-04 netflix international b.v. 14.99 2,253.63",1
12/10 CONTACTLESS PURCHASE PRESTO FARE TORONTO 158.28,0
03/26 PRE-AUTHORIZED PAYMENT NOFRILLS FERRI'S $145.92,0
"09/25 xbox live gold $19.99 $7,960.03",1
2026-07-01 CONTACTLESS PURCHASE LYFT CANADA INC 93.92,0
12/19 TWITCH.TV/SUBS $11.99,1
"2026-11-10 DOORDASH*PIZZA PIZZA 110.87 5,853.03",0
Feb 17 POS PURCHASE MCDONALD'S #40265 $210.06,0
"10/17 doordash*pizza pizza $118.45 $7,031.19",0
"06/27 06/27 PAYROLL DEPOSIT ACME LTD 120.47 8,589.14",0
"Sep 14 ADOBE INC SAN JOSE 5.99 5,037.72",1
Jul 05 POS PURCHASE BESTBUY.CA #937 $139.24,0
Jan 27 CONTACTLESS PURCHASE E-TRANSFER RECEIVED 233.39,0
2026-04-28 BOSTON PIZZA #318 174.44,0
2026-05-26 LOBLAWS #1029 $88.41,0
05/15 GOODLIFE FITNESS 16.49 943.29,1
"Dec 09 WALMART STORE #3115 $214.52 $1,891.06",0
2026-10-06 POS PURCHASE PATREON* MEMBERSHIP $54.99,1
"12/02 TORONTO HYDRO BILL $6.17 $5,707.46",0
Aug 01 Aug 01 LYFT *RIDE THU 9AM 169.64,0
jan 20 contactless purchase mcdonalds q04 mississauga 16.36,0
Oct 05 CONTACTLESS PURCHASE AMZN PRIME MEMBER 17.99,1
Nov 20 CONTACTLESS PURCHASE GO TRANSIT UNION STN 33.06,0
TIM HORTONS #2231 08/01 -132.32,0
"Jun 08 SHELL EASYPAY 4482 $211.26 $7,220.97",0
09/09 PRE-AUTHORIZED PAYMENT GOOGLE ONE STORAGE $4.99,1
HELLO FRESH TORONTO 2026-11-21 -16.49,1
2026-03-14 2026-03-14 PRIME MEMBER AMZN.CA/BILL 24.99,1
2026-03-01 CONTACTLESS PURCHASE STARBUCKS 800-782-7282 156.37,0
09/27 BESTBUY ONLINE ORDER 182.17,0
"02/03 DOLLARAMA #423 121.19 6,579.48",0
01/09 01/09 RENT PAYMENT PREAUTH 245.55,0
PATREON* MEMBERSHIP 2026-02-05 -10.99,1
"2026-05-24 PROPERTY MGMT RENT $232.84 $3,052.76",0
Jun 12 POS PURCHASE ESSO CIRCLE K 71234 $55.04,0
02/03 GOOGLE *YOUTUBE PREM 54.99,1
11/14 GOOGLE *YouTubePremium $16.49,1
06/19 CONTACTLESS PURCHASE CRUNCHYROLL MEMBERSHIP 5.99,1
03/02 03/02 WAWANESA INSURANCE 73.22,0
11/11 PRE-AUTHORIZED PAYMENT GREEN P PARKING $211.10,0
"05/09 05/09 NORDVPN *SUBSCRIPTION 12.99 2,711.02",1
GOOGLE*ONE 100GB 09/26 -54.99,1
"2026-04-25 2026-04-25 PRECISE PARKLINK TOR 74.61 8,385.78",0
Jan 04 PRE-AUTHORIZED PAYMENT ROGERS COMMUNICATIONS $254.68,0
2026-08-18 2026-08-18 SPOTIFY STOCKHOLM SE 19.99,1
08/09 pre-authorized payment patreon.com/bill $22.99,1
DROPBOX.COM 2026-07-28 -19.99,1
Apr 06 COSTCO GAS W1275 229.35,0
"02/17 TIMHORTONS 4415 153.02 7,890.26",0
Oct 18 POS PURCHASE CRAVETV BELL MEDIA $54.99,1
"02/18 NETFLIX INTERNATIONAL B.V. 9.99 4,577.67",1
Sep 16 E-TRANSFER SENT J. SMITH 159.67,0
2026-09-01 pre-authorized payment shoppers drug mart #0984 $34.90,0
"2026-11-25 mcdonalds q04 mississauga 250.86 8,139.00",0
2026-02-26 PRE-AUTHORIZED PAYMENT SONY PSN MEMBERSHIP $17.99,1
Dec 12 POS PURCHASE EXPRESSVPN SUBSCR $15.49,1
SHOPPERSDRUGMART 984 Feb 08 -76.79,0
2026-11-14 pre-authorized payment amzn mktp ca www.amazon.ca $9.86,0
UBER *EATS PENDING Jul 03 -19.40,0
CLAUDE.AI SUBSCRIPTION Jan 26 -14.99,1
09/21 POS PURCHASE FIDO MOBILE PAYMENT $203.92,0
MICROSOFT 365 PERSONAL 2026-09-17 -22.99,1
2026-02-11 PRE-AUTHORIZED PAYMENT AMZN MKTP CA*2B4FZ8 $254.90,0
03/14 RENT PAYMENT PREAUTH 45.17 841.71,0
12/15 POS PURCHASE TIM HORTONS #2231 $171.34,0
2026-12-28 CONTACTLESS PURCHASE HELLOFRESH*WK26 54.99,1
10/14 NETFLIX.COM $7.99 $316.69,1
2026-09-25 PRE-AUTHORIZED PAYMENT BESTBUY.CA #937 $43.01,0
08/26 DOORDASH*BURGER KING $82.56,0
ICLOUD.COM/BILL Mar 05 -7.99,1
"11/14 CRAVE ENTERTAINMENT 7.99 8,975.56",1
jan 02 jan 02 nyt*nytimes subscription 24.99,1
2026-10-04 CONTACTLESS PURCHASE MICROSOFT 365 PERSONAL 7.99,1
DROPBOX.COM 2026-02-03 -9.99,1
"2026-07-02 2026-07-02 GOODLIFE CLUBS MSP 9.99 7,545.32",1
12/05 PRE-AUTHORIZED PAYMENT SUBWAY 42117-0 $53.72,0
Jan 19 PATREON* MEMBERSHIP 5.99,1
06/19 BEST BUY #611 15.19,0
2026-11-08 2026-11-08 AUDIBLE*UK8FN2 4.99,1
"06/06 06/06 OVERDRAFT PROTECTION FEE 240.89 1,438.97",0
Oct 06 Oct 06 PATREON* MEMBERSHIP 24.99,1
2026-10-20 2026-10-20 DOORDASH*BURGER KING 126.59,0
LYFT RIDE 27-04 05/28 -7.81,0
2026-07-13 POS PURCHASE PLAYSTATIONNETWORK SUB $16.49,1
03/13 OVERDRAFT INTEREST $70.17,0
GO TRANSIT UNION STN Nov 25 -193.99,0
"Dec 18 Dec 18 LYFT RIDE 27-04 230.64 2,467.10",0
Dec 05 Dec 05 SPOTIFY STOCKHOLM SE 29.99,1
Nov 16 Nov 16 DROPBOX*H3JQ9F 11.99,1
09/26 POS PURCHASE BESTBUY ONLINE ORDER $11.52,0
CASH WITHDRAWAL ATM 2026-02-24 -250.57,0
Nov 07 PRE-AUTHORIZED PAYMENT ACCOUNT MAINTENANCE FEE $25.13,0
"Sep 13 ABM WITHDRAWAL BR 2214 $62.32 $3,544.94",0
DOLLARAMA S-1182 Feb 06 -168.98,0
2026-06-10 POS PURCHASE SHELL EASYPAY 4482 $210.06,0
"jan 04 jan 04 new york times digital 19.99 3,322.04",1
08/09 POS PURCHASE THE BEER STORE 2104 $75.44,0
2026-07-20 CONTACTLESS PURCHASE PATREON.COM/BILL 19.99,1
SHOPPERSDRUGMART 984 Sep 08 -183.19,0
"May 23 WINE RACK #123 197.51 8,237.98",0
2026-07-18 2026-07-18 ESSO 7-ELEVEN 176.64,0
11/08 11/08 WALMART.CA 213.10,0
"2026-10-07 SONY CRUNCHYROLL 9.99 8,115.52",1
05/09 CONTACTLESS PURCHASE COSTCO WHOLESALE W550 186.21,0
OVERDRAFT PROTECTION FEE 2026-10-23 -201.82,0
"2026-07-03 BELL CANADA BILL PAYMENT 78.94 6,028.45",0
2026-07-20 pre-authorized payment apple online store order $217.97,0
May 22 PRE-AUTHORIZED PAYMENT COSTCO.CA ONLINE $218.82,0
"07/07 E-TRANSFER SENT J. SMITH 153.13 7,343.77",0
"07/12 UBER *TRIP HELP.UBER.COM 164.92 3,937.71",0
"2026-09-07 DOLLARAMA S-1182 251.01 6,779.06",0
"2026-11-19 2026-11-19 DIRECT DEPOSIT PAYROLL 56.98 3,139.89",0
09/23 PRECISE PARKLINK TOR 196.24,0
Apr 12 POS PURCHASE HELLOFRESH*WK26 $54.99,1
2026-08-14 PRE-AUTHORIZED PAYMENT COSTCO GAS W1275 $239.51,0
2026-11-18 CONTACTLESS PURCHASE CRAVETV BELL MEDIA 14.99,1
"03/15 DOLLARAMA S-1182 $120.08 $5,944.55",0
hello fresh toronto 10/05 -29.99,1
"Dec 23 Dec 23 PRESTO AUTOLOAD 212.38 5,942.72",0
08/24 EBAY O*12-34567 $160.56,0
"07/27 ICLOUD.COM/BILL $15.49 $1,141.56",1
Feb 08 POS PURCHASE MONTHLY PLAN FEE $99.14,0
Aug 20 POS PURCHASE BESTBUY ONLINE ORDER $84.61,0
LOBLAWS #1029 03/02 -97.76,0
2026-05-28 LOBLAWS #1029 $23.34,0
"Nov 06 NORDVPN *SUBSCRIPTION $16.49 $6,197.35",1
Aug 20 APPLE STORE YORKDALE 258.11,0
2026-05-10 PRE-AUTHORIZED PAYMENT SWISS CHALET 1214 $121.51,0
Jan 14 POS PURCHASE CINEPLEX #7712 $248.10,0
"2026-02-27 GOODLIFE FITNESS 7.99 6,037.75",1
Oct 19 SPOTIFY AB $11.99,1
Oct 11 CONTACTLESS PURCHASE NETFLIX.COM AMSTERDAM 4.99,1
"2026-05-20 audible adbl.co/pymt $7.99 $3,707.39",1
06/12 06/12 INTERAC E-TRF SENT 67.17,0
2026-07-07 2026-07-07 TIM HORTONS #0187 TORONTO 53.72 389.27,0
"2026-08-21 2026-08-21 STARBUCKS 800-782-7282 48.31 3,931.23",0
2026-03-09 NOFRILLS FERRI'S $125.26,0
2026-03-04 2026-03-04 ATM WITHDRAWAL 004412 153.75,0
11/26 POS PURCHASE OPENAI *CHATGPT SUBSCR $7.99,1
Jan 18 LCBO/RAO #522 218.53,0
SUBWAY 42117-0 2026-02-18 -240.74,0
2026-09-04 EXPRESS TECH LTD 5.99,1
Nov 03 Nov 03 APPLE.COM/BILL ON 22.99,1
PAY EMPLOYER DEPOSIT 2026-05-12 -251.93,0
"2026-10-21 hellofresh canada $15.49 $7,390.09",1
"Feb 16 Feb 16 APPLE STORE R121 174.29 6,751.03",0
"Jun 08 Jun 08 INTACT INSURANCE PYMT 14.51 4,838.05",0
NEW YORK TIMES DIGITAL 05/02 -24.99,1
"2026-04-13 GO TRANSIT UNION STN 31.45 6,545.20",0
Jun 28 CONTACTLESS PURCHASE SDM #1121 TORONTO 47.52,0
Dec 08 ADOBE *PHOTOGPHY PLAN 14.99,1
"May 26 ESSO CIRCLE K 71234 $192.91 $1,164.84",0
04/26 04/26 AMAZON.CA*ORDER 116.18,0
10/08 NETFLIX.COM AMSTERDAM $14.99,1
2026-05-25 POS PURCHASE PAYROLL DEPOSIT ACME LTD $228.17,0
2026-12-08 CONTACTLESS PURCHASE FIDO MOBILE PAYMENT 76.15,0
06/23 RENT PAYMENT PREAUTH 28.19 420.79,0
UBER BV TRIP 4X2 Apr 28 -85.82,0
"oct 24 oct 24 dd doordash sushi 116.83 7,352.24",0
Feb 06 Feb 06 MICROSOFT 365 PERSONAL 16.49,1
"01/28 NETFLIX.COM 7.99 1,417.93",1
Jun 05 TIM HORTONS #0187 TORONTO $116.20,0
"Jan 19 Jan 19 PROPERTY MGMT RENT 181.87 8,331.37",0
2026-01-09 POS PURCHASE EXPRESSVPN.COM $5.99,1
2026-06-15 POS PURCHASE BESTBUY.CA #937 $204.09,0
"2026-05-03 2026-05-03 UBER EATS 9.87 5,104.93",0
04/13 TIM HORTONS #2231 194.33,0
Mar 21 TD INSURANCE PREAUTH 3.58,0
12/08 POS PURCHASE CRAVE ENTERTAINMENT $17.99,1
2026-12-09 AMZN MKTP CA*2B4FZ8 49.05,0
"12/15 DISNEY PLUS $11.99 $3,727.18",1
"Mar 02 MONTHLY ACCOUNT FEE $36.70 $4,440.05",0
02/01 PAYPAL *EBAY SELLER $204.93,0
2026-08-06 POS PURCHASE PRIME MEMBER AMZN.CA/BILL $22.99,1
03/16 03/16 E-TRANSFER RECEIVED 216.71,0
2026-10-01 POS PURCHASE UBER TRIP $254.38,0
May 20 APPLE STORE R121 $236.47,0
"06/03 HELLOFRESH CANADA 16.49 1,024.54",1
Jan 02 DISNEY PLUS 29.99,1
07/10 07/10 cineplex odeon queensway 140.00 980.63,0
2026-05-04 PRE-AUTHORIZED PAYMENT SUBWAY REST 12244 $28.08,0
2026-08-24 POS PURCHASE HELLOFRESH CANADA $7.99,1
"11/11 APPLE STORE R121 $72.51 $1,309.59",0
"08/20 ESSO CIRCLE K 71234 $58.62 $8,032.37",0
SDM #1121 TORONTO Mar 17 -252.20,0
2026-11-12 GO TRANSIT UNION STN $5.93,0
2026-06-14 POS PURCHASE SWISS CHALET 1214 $53.54,0
2026-04-27 PRE-AUTHORIZED PAYMENT LYFT CANADA INC $149.80,0
"2026-02-11 E-TRANSFER SENT J. SMITH 178.55 1,955.04",0
May 28 May 28 ACCOUNT MAINTENANCE FEE 81.05,0
SHOPPERSDRUGMART 984 04/03 -128.12,0
"06/10 ADOBE *PHOTOGPHY PLAN $12.99 $1,945.68",1
"2026-12-27 2026-12-27 BELL CANADA BILL PAYMENT 250.31 4,557.66",0
"2026-03-05 ADOBE *PHOTOGPHY PLAN 19.99 4,941.59",1
"08/11 08/11 SONY PSN MEMBERSHIP 4.99 7,258.22",1
Oct 02 PATREON* MEMBERSHIP $16.49,1
2026-12-11 NOFRILLS FERRI'S $142.92,0
10/17 10/17 XBOX GAME PASS 5.99,1
MICROSOFT 365 PERSONAL Apr 18 -15.49,1
"06/27 06/27 NYTIMES DIGITAL 10.99 6,889.84",1
"03/26 UBER TRIP 7.45 2,224.50",0
Jan 09 POS PURCHASE LOBLAWS #1029 $7.00,0
2026-07-27 CONTACTLESS PURCHASE PLAYSTATION NETWORK 22.99,1
"12/19 sony crunchyroll 22.99 6,685.82",1
"Apr 27 ANTHROPIC CLAUDE.AI $5.99 $1,377.50",1
"04/22 COSTCO.CA ONLINE 226.94 2,424.31",0
2026-06-09 BOSTON PIZZA #318 13.14 700.86,0
07/12 POS PURCHASE ENBRIDGE GAS PAYMENT $225.16,0
"mar 24 adobe *creative cld 17.99 5,852.15",1
CLAUDE.AI SUBSCRIPTION 2026-10-08 -17.99,1
2026-01-06 POS PURCHASE DOLLARAMA S-1182 $105.09,0
2026-10-22 CONTACTLESS PURCHASE AUDIBLE ADBL.CO/PYMT 11.99,1
2026-08-10 POS PURCHASE NEW YORK TIMES DIGITAL $29.99,1
"2026-09-11 PATREON.COM/BILL 12.99 6,227.99",1
09/24 09/24 COSTCO WHOLESALE W550 191.23,0
"jan 11 toronto hydro bill 216.94 7,026.55",0
2026-11-28 PAYROLL DEPOSIT ACME LTD $125.05,0
03/11 POS PURCHASE ENBRIDGE GAS PAYMENT $79.99,0
Nov 18 DOLLARAMA S-1182 64.76 94.26,0
"2026-10-25 AMZN MKTP CA WWW.AMAZON.CA $40.30 $7,114.00",0
Jul 06 LYFT *RIDE THU 9AM $168.58,0
Feb 15 HYDRO ONE PREAUTH 133.46,0
11/24 11/24 NETFLIX.COM AMSTERDAM 4.99,1
05/04 PRE-AUTHORIZED PAYMENT ANTHROPIC PBC $17.99,1
oct 01 pre-authorized payment dd doordash sushi $6.11,0
"Dec 06 EBAY COMMERCE CDA 75.65 8,992.31",0
11/20 11/20 NSF FEE 51.69,0
2026-11-24 PRE-AUTHORIZED PAYMENT GOOGLE *YouTubePremium $19.99,1
"01/03 NOFRILLS FERRI'S 66.10 1,184.11",0
"2026-06-05 TIMHORTONS 4415 125.80 4,249.86",0
"nov 22 nov 22 msft * one microsoft 14.99 1,538.73",1
Feb 25 PRESTO FARE TORONTO $241.49,0
2026-10-22 AMAZON PRIME*2A3BC4 15.49,1
sony crunchyroll 09/24 -16.49,1
"2026-09-08 THE KEG STEAKHOUSE 247.63 6,116.05",0
May 08 DROPBOX*H3JQ9F $7.99,1
04/27 PRE-AUTHORIZED PAYMENT NETFLIX.COM $5.99,1
"2026-08-15 CINEPLEX ODEON QUEENSWAY $131.39 $4,743.54",0
2026-08-26 walmart.ca $174.72,0
07/09 ICLOUD.COM/BILL $19.99,1
Apr 17 CONTACTLESS PURCHASE AUDIBLE ADBL.CO/PYMT 22.99,1
11/03 11/03 apple.com/bill 15.49,1
"Apr 10 BESTBUY ONLINE ORDER $142.74 $1,262.51",0
12/05 BEST BUY #611 124.71,0
03/13 LYFT *RIDE THU 9AM $133.11,0
"Feb 19 GOOGLE*HELP.PAY# ONE-TIME $207.94 $5,509.78",0
2026-04-27 POS PURCHASE LCBO/RAO #522 $196.15,0
Sep 24 MICROSOFT*XBOX GAME PASS $14.99,1
06/22 GOOGLE *PLAY APP 193.15,0
"09/01 intact insurance pymt 59.83 1,741.95",0
"01/05 PETRO-CANADA 06715 $12.88 $3,794.46",0
"2026-02-15 2026-02-15 nytimes digital 16.49 1,577.67",1
Mar 28 PRE-AUTHORIZED PAYMENT APPLE STORE YORKDALE $185.73,0
2026-10-24 2026-10-24 hellofresh*wk26 16.49,1
04/05 CONTACTLESS PURCHASE SHELL CANADA PRODUCTS 92.89,0
OPENAI *CHATGPT SUBSCR 09/19 -17.99,1
2026-01-25 PRE-AUTHORIZED PAYMENT SHOPPERS DRUG MART #0984 $10.83,0
"2026-04-28 2026-04-28 xbox live gold 24.99 7,097.90",1
AMZN PRIME MEMBER 2026-10-14 -12.99,1
"Aug 03 GOOGLE*ONE 100GB 12.99 2,950.47",1
"2026-02-16 nytimes digital $9.99 $7,202.62",1
2026-03-25 GOOGLE *GOOGLE ONE 19.99,1
Mar 28 CONTACTLESS PURCHASE BESTBUY.CA #937 203.38,0
"Sep 06 MICROSOFT 365 PERSONAL 11.99 2,635.07",1
2026-12-24 AUDIBLE ADBL.CO/PYMT 4.99,1
MICROSOFT 365 PERSONAL Oct 04 -22.99,1
Feb 09 Feb 09 APPLE.COM/BILL 866-712-7753 10.99,1
Mar 01 NYTIMES DIGITAL $22.99,1
dec 12 pre-authorized payment amazon prime*2a3bc4 $15.49,1
10/19 contactless purchase microsoft 365 personal 16.49,1
STARBUCKS COFFEE T886 05/27 -212.47,0
03/09 CONTACTLESS PURCHASE GOOGLE*HELP.PAY# ONE-TIME 84.84,0
2026-11-17 CONTACTLESS PURCHASE NETFLIX.COM AMSTERDAM 16.49,1
"04/27 property mgmt rent $64.97 $7,289.81",0
Jan 17 Jan 17 CLAUDE.AI SUBSCRIPTION 14.99 56.12,1
"2026-06-18 HELLOFRESH CANADA $17.99 $1,950.42",1
2026-05-17 DIRECT DEPOSIT PAYROLL 35.10,0
02/19 02/19 PATREON* MEMBERSHIP 19.99,1
"07/21 TWITCH SUBSCRIPTION $10.99 $3,078.53",1
02/05 CONTACTLESS PURCHASE COSTCO GAS W1275 243.62,0
06/06 06/06 CRUNCHYROLL*SUB 24.99,1
"Jan 12 SUBWAY FRANCHISE 239.55 7,646.33",0
"May 03 MICROSOFT*XBOX GAME PASS 7.99 6,300.94",1
Sep 28 CONTACTLESS PURCHASE UBER TRIP 88.26,0
Jul 19 AMAZON PRIME*2A3BC4 $9.99,1
"2026-09-16 GOOGLE *GOOGLE ONE 15.49 6,582.82",1
"jun 14 nofrills ferri's $59.73 $2,765.59",0
Apr 01 POS PURCHASE PROPERTY MGMT RENT $222.12,0
07/15 IMPARK00120199U $66.67,0
Jun 19 POS PURCHASE PROPERTY MGMT RENT $63.52,0
09/16 PRE-AUTHORIZED PAYMENT ADOBE INC SAN JOSE $24.99,1
sep 15 sep 15 walmart store #3115 124.61,0
2026-11-17 ADOBE *CREATIVE CLD 22.99,1
UBER *TRIP HELP.UBER.COM Jun 15 -189.47,0
03/25 CONTACTLESS PURCHASE DOLLARAMA MTL 230.42,0
Mar 20 POS PURCHASE MONTHLY ACCOUNT FEE $117.58,0
"06/03 PATREON.COM/BILL 5.99 5,380.12",1
03/06 POS PURCHASE AUDIBLE.CA MEMBERSHIP $10.99,1
"Apr 10 TIM HORTONS #0187 TORONTO $47.11 $5,208.98",0
2026-04-07 TIM HORTONS #0187 TORONTO $87.13 $533.96,0
11/23 POS PURCHASE APPLE.COM/BILL ON $9.99,1
APPLE ONLINE STORE ORDER 2026-10-14 -129.45,0
"Mar 14 TORONTO HYDRO BILL 105.63 1,634.38",0
Jun 21 PRE-AUTHORIZED PAYMENT UBER BV TRIP 4X2 $164.74,0
07/10 CONTACTLESS PURCHASE AMAZON.CA*ORDER 227.26,0
"03/01 03/01 SUBWAY 42117-0 71.68 5,168.49",0
01/27 POS PURCHASE ATM WITHDRAWAL 004412 $77.50,0
08/16 pre-authorized payment dd doordash sushi $14.34,0
Jan 17 PRE-AUTHORIZED PAYMENT GOOGLE*HELP.PAY# ONE-TIME $216.49,0
03/11 CONTACTLESS PURCHASE LYFT *RIDE THU 9AM 43.61,0
"10/20 GOOGLE YOUTUBE MEMBER 17.99 7,955.91",1
Aug 16 OPENAI *CHATGPT SUBSCR 19.99,1
06/11 LYFT *RIDE THU 9AM 94.64,0
11/07 PRE-AUTHORIZED PAYMENT GOOGLE*HELP.PAY# ONE-TIME $241.51,0
12/28 OPENAI SAN FRANCISCO 24.99,1
Jul 04 PRE-AUTHORIZED PAYMENT NORDVPN.COM $5.99,1
09/08 09/08 NYTIMES DIGITAL 4.99,1
08/22 UBER TRIP $197.90,0
2026-11-24 MONTHLY PLAN FEE 16.30 281.28,0
